article_id,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6,tfidf_7,tfidf_8,tfidf_9,tfidf_10,tfidf_11,tfidf_12,tfidf_13,tfidf_14,tfidf_15,tfidf_16,tfidf_17,tfidf_18,tfidf_19,tfidf_20
A0492,0.178,0.771,0.235,0.946,0.667,0.052,0.63,0.816,0.346,0.17,0.167,0.299,0.402,0.68,0.443,0.393,0.52,0.135,0.166,0.499
A0493,0.968,0.818,0.331,0.162,0.237,0.943,0.235,0.607,0.297,0.728,0.849,0.723,0.081,0.156,0.35,0.079,0.118,0.505,0.781,0.473
A0494,0.642,0.643,0.293,0.144,0.47,0.528,0.381,0.006,0.668,0.606,0.245,0.059,0.18,0.101,0.26,0.189,0.895,0.379,0.441,0.567
A0495,0.193,0.795,0.654,0.213,0.736,0.433,0.357,0.241,0.619,0.272,0.944,0.453,0.07,0.974,0.786,0.63,0.734,0.051,0.647,0.605
A0496,0.124,0.224,0.571,0.751,0.241,0.255,0.328,0.455,0.886,0.952,0.89,0.238,0.452,0.854,0.933,0.898,0.477,0.219,0.184,0.345
A0497,0.539,0.051,0.88,0.86,0.017,0.57,0.291,0.561,0.649,0.336,0.762,0.518,0.266,0.07,0.525,0.382,0.402,0.09,0.351,0.694
A0498,0.128,0.317,0.759,0.024,0.186,0.12,0.086,0.625,0.366,0.273,0.001,0.315,0.678,0.057,0.918,0.746,0.891,0.907,0.72,0.945
A0499,0.667,0.397,0.811,0.773,0.541,0.714,0.534,0.218,0.806,0.035,0.514,0.318,0.413,0.108,0.21,0.231,0.235,0.225,0.6,0.644
A0500,0.387,0.008,0.236,0.701,0.889,0.196,0.717,0.398,0.315,0.778,0.51,0.038,0.491,0.914,0.58,0.474,0.061,0.649,0.905,0.371
A0501,0.56,0.984,0.61,0.879,0.475,0.465,0.379,0.355,0.816,0.34,0.759,0.029,0.095,0.56,0.979,0.218,0.233,0.869,0.719,0.071
A0502,0.099,0.872,0.558,0.545,0.564,0.544,0.843,0.054,0.188,0.905,0.574,0.513,0.266,0.448,0.624,0.599,0.72,0.973,0.19,0.515
A0503,0.897,0.959,0.335,0.88,0.136,0.325,0.131,0.544,0.63,0.851,0.224,0.884,0.34,0.512,0.515,0.342,0.153,0.432,0.14,0.578
A0504,0.075,0.613,0.93,0.399,0.313,0.936,0.186,0.782,0.839,0.113,0.743,0.996,0.405,0.945,0.134,0.228,0.672,0.22,0.413,0.227
A0505,0.07,0.773,0.266,0.548,0.827,0.061,0.053,0.183,0.115,0.966,0.692,0.537,0.623,0.315,0.934,0.891,0.647,0.333,0.961,0.136
A0506,0.638,0.855,0.09,0.898,0.748,0.888,0.93,0.98,0.705,0.693,0.479,0.032,0.752,0.721,0.058,0.418,0.138,0.231,0.775,0.366
A0507,0.171,0.969,0.982,0.355,0.135,0.333,0.405,0.719,0.563,0.57,0.574,0.853,0.114,0.297,0.662,0.944,0.058,0.078,0.007,0.86
A0508,0.422,0.386,0.097,0.362,0.842,0.443,0.546,0.797,0.718,0.445,0.208,0.867,0.448,0.06,0.102,0.08,0.724,0.615,0.276,0.398
A0509,0.527,0.755,0.53,0.345,0.103,0.012,0.81,0.457,0.13,0.456,0.633,0.091,0.684,0.778,0.013,0.817,0.345,0.738,0.65,0.263
A0510,0.843,0.821,0.441,0.039,0.398,0.859,0.423,0.994,0.703,0.292,0.134,0.962,0.245,0.554,0.395,0.788,0.109,0.618,0.537,0.175
A0511,0.491,0.738,0.773,0.944,0.466,0.493,0.955,0.261,0.23,0.162,0.62,0.574,0.263,0.121,0.642,0.916,0.121,0.372,0.353,0.952
A0512,0.273,0.121,0.621,0.507,0.499,0.136,0.472,0.581,0.76,0.642,0.695,0.893,0.501,0.603,0.328,0.511,0.18,0.194,0.702,0.418
A0513,0.146,0.5,0.979,0.968,0.617,0.247,0.359,0.117,0.902,0.096,0.681,0.868,0.647,0.686,0.255,0.225,0.726,0.084,0.188,0.996
A0514,0.324,0.151,0.766,0.218,0.07,0.469,0.055,0.059,0.81,0.941,0.303,0.215,0.523,0.619,0.736,0.511,0.455,0.597,0.803,0.1
A0515,0.405,0.832,0.779,0.219,0.174,0.003,0.239,0.781,0.416,0.796,0.866,0.099,0.564,0.588,0.211,0.484,0.316,0.992,0.064,0.995
A0516,0.976,0.718,0.198,0.561,0.035,0.97,0.794,0.389,0.654,0.692,0.85,0.775,0.197,0.342,0.88,0.914,0.018,0.282,0.313,0.923
A0517,0.419,0.801,0.072,0.883,0.581,0.646,0.158,0.295,0.016,0.312,0.834,0.729,0.516,0.816,0.475,0.758,0.434,0.519,0.349,0.628
A0518,0.906,0.003,0.889,0.821,0.092,0.321,0.299,0.855,0.895,0.719,0.112,0.884,0.869,0.513,0.911,0.842,0.221,0.061,0.102,0.972
A0519,0.541,0.611,0.359,0.639,0.614,0.147,0.202,0.575,0.148,0.693,0.496,0.211,0.803,0.274,0.786,0.05,0.239,0.015,0.225,0.663
A0520,0.127,0.91,0.26,0.275,0.892,0.773,0.297,0.487,0.295,0.603,0.446,0.138,0.639,0.023,0.685,0.561,0.653,0.772,0.505,0.346
A0521,0.767,0.068,0.1,0.432,0.622,0.533,0.394,0.429,0.422,0.156,0.364,0.666,0.907,0.978,0.176,0.877,0.305,0.197,0.083,0.686
A0522,0.396,0.764,0.757,0.302,0.133,0.048,0.058,0.703,0.382,0.091,0.062,0.166,0.842,0.678,0.882,0.447,0.021,0.655,0.729,0.452
A0523,0.442,0.771,0.146,0.039,0.992,0.151,0.165,0.868,0.681,0.379,0.024,0.352,0.518,0.362,0.446,0.638,0.182,0.063,0.738,0.18
A0524,0.794,0.629,0.834,0.323,0.551,0.622,0.287,0.176,0.109,0.089,0.803,0.588,0.672,0.194,0.476,0.241,0.339,0.815,0.119,0.983
A0525,0.782,0.051,0.655,0.878,0.308,0.284,0.088,0.855,0.879,0.188,0.823,0.986,0.825,0.489,0.232,0.259,0.187,0.459,0.151,0.606
A0526,0.796,0.779,0.697,0.17,0.466,0.057,0.071,0.003,0.676,0.402,0.797,0.844,0.73,0.161,0.123,0.912,0.261,0.508,0.324,0.408
A0527,0.375,0.208,0.678,0.148,0.064,0.565,0.201,0.522,0.206,0.638,0.547,0.022,0.461,0.069,0.339,0.008,0.679,0.863,0.368,0.77
A0528,0.182,0.662,0.879,0.276,0.569,0.789,0.24,0.752,0.756,0.986,0.416,0.892,0.404,0.313,0.512,0.658,0.78,0.109,0.48,0.853
A0529,0.667,0.251,0.836,0.028,0.193,0.879,0.636,0.711,0.908,0.914,0.495,0.308,0.469,0.859,0.346,0.937,0.469,0.599,0.393,0.651
A0530,0.76,0.268,0.101,0.246,0.757,0.097,0.513,0.142,0.423,0.613,0.626,0.396,0.714,0.168,0.205,0.735,0.162,0.926,0.743,0.127
A0531,0.531,0.015,0.363,0.849,0.259,0.939,0.89,0.282,0.806,0.88,0.418,0.769,0.389,0.585,0.933,0.749,0.431,0.942,0.833,0.988
A0532,0.975,0.876,0.755,0.738,0.029,0.01,0.446,0.544,0.177,0.691,0.781,0.215,0.311,0.775,0.517,0.435,0.606,0.909,0.133,0.919
A0533,0.705,0.912,0.853,0.43,0.475,0.923,0.099,0.829,0.041,0.705,0.386,0.272,0.486,0.957,0.136,0.095,0.646,0.842,0.126,0.291
A0534,0.877,0.287,0.394,0.356,0.206,0.124,0.43,0.476,0.683,0.578,0.863,0.407,0.876,0.017,0.138,0.351,0.322,0.747,0.102,0.271
A0535,0.912,0.685,0.709,0.212,0.672,0.575,0.822,0.159,0.925,0.066,0.304,0.951,0.393,0.553,0.709,0.983,0.608,0.328,0.724,0.287
A0536,0.015,0.224,0.609,0.538,0.6,0.576,0.168,0.452,0.584,0.08,0.879,0.86,0.76,0.376,0.834,0.85,0.576,0.978,0.511,0.515
A0537,0.552,0.592,0.643,0.696,0.258,0.876,0.189,0.646,0.58,0.442,0.096,0.658,0.235,0.071,0.208,0.674,0.061,0.141,0.17,0.81
A0538,0.421,0.909,0.395,0.524,0.458,0.813,0.761,0.037,0.098,0.735,0.58,0.54,0.078,0.763,0.538,0.601,0.252,0.699,0.269,0.48
A0539,0.843,0.905,0.323,0.487,0.093,0.886,0.208,0.962,0.755,0.658,0.477,0.675,0.014,0.713,0.695,0.707,0.358,0.205,0.366,0.827
A0540,0.766,0.625,0.795,0.173,0.919,0.539,0.787,0.425,0.905,0.367,0.067,0.178,0.627,0.11,0.898,0.577,0.899,0.594,0.697,0.041
A0541,0.41,0.395,0.801,0.677,0.372,0.074,0.434,0.435,0.086,0.804,0.563,0.474,0.3,0.972,0.147,0.807,0.94,0.066,0.525,0.482
A0542,0.857,0.137,0.233,0.344,0.901,0.815,0.105,0.726,0.164,0.599,0.503,0.254,0.277,0.581,0.322,0.754,0.999,0.644,0.641,0.874
A0543,0.273,0.613,0.086,0.372,0.198,0.155,0.599,0.41,0.139,0.918,0.998,0.468,0.252,0.476,0.979,0.965,0.896,0.38,0.58,0.839
A0544,0.769,0.376,0.525,0.383,0.24,0.29,0.391,0.819,0.253,0.662,0.315,0.098,0.873,0.556,0.085,0.751,0.232,0.688,0.124,0.632
A0545,0.444,0.696,0.196,0.461,0.079,0.592,0.692,0.281,0.445,0.276,0.247,0.546,0.743,0.642,0.354,0.167,0.394,0.963,0.252,0.165
A0546,0.261,0.741,0.415,0.177,0.645,0.648,0.68,0.929,0.726,0.185,0.756,0.538,0.024,0.739,0.995,0.862,0.009,0.236,0.446,0.903
A0547,0.821,0.149,0.413,0.367,0.412,0.271,0.833,0.419,0.34,0.607,0.421,0.268,0.389,0.51,0.431,0.113,0.177,0.081,0.665,0.386
A0548,0.27,0.779,0.994,0.833,0.96,0.238,0.382,0.221,0.831,0.153,0.272,0.969,0.927,0.193,0.966,0.124,0.793,0.101,0.927,0.447
A0549,0.218,0.995,0.095,0.634,0.781,0.313,0.12,0.097,0.95,0.561,0.036,0.323,0.176,0.814,0.937,0.196,0.982,0.484,0.534,0.312
A0550,0.745,0.417,0.94,0.346,0.178,0.017,0.337,0.826,0.873,0.334,0.032,0.828,0.092,0.6,0.402,0.263,0.275,0.352,0.152,0.97
A0551,0.804,0.347,0.35,0.007,0.699,0.893,0.197,0.523,0.168,0.351,0.459,0.934,0.505,0.501,0.901,0.712,0.821,0.205,0.986,0.303
A0552,0.326,0.186,0.342,0.482,0.193,0.184,0.902,0.37,0.684,0.193,0.131,0.33,0.767,0.228,0.39,0.647,0.859,0.039,0.722,0.378
A0553,0.051,0.729,0.687,0.512,0.353,0.758,0.746,0.244,0.153,0.156,0.539,0.761,0.374,0.416,0.92,0.754,0.904,0.031,0.175,0.595
A0554,0.621,0.663,0.226,0.455,0.47,0.286,0.579,0.944,0.311,0.88,0.094,0.476,0.145,0.965,0.648,0.884,0.424,0.174,0.873,0.717
A0555,0.312,0.097,0.318,0.709,0.122,0.036,0.721,0.011,0.245,0.144,0.31,0.1,0.899,0.843,0.668,0.489,0.38,0.822,0.884,0.565
A0556,0.061,0.9,0.338,0.201,0.33,0.668,0.218,0.11,0.245,0.699,0.655,0.911,0.964,0.421,0.069,0.483,0.162,0.505,0.928,0.956
A0557,0.678,0.451,0.608,0.427,0.51,0.86,0.01,0.314,0.603,0.705,0.826,0.267,0.581,0.702,0.958,0.168,0.824,0.308,0.463,0.966
A0558,0.529,0.834,0.97,0.777,0.928,0.075,0.778,0.461,0.678,0.269,0.682,0.188,0.818,0.176,0.256,0.981,0.499,0.355,0.822,0.616
A0559,0.415,0.18,0.686,0.702,0.089,0.581,0.844,0.184,0.181,0.217,0.387,0.921,0.845,0.491,0.342,0.238,0.245,0.908,0.608,0.293
A0560,0.393,0.428,0.287,0.013,0.208,0.604,0.161,0.104,0.282,0.998,0.284,0.803,0.251,0.904,0.904,0.928,0.448,0.448,0.35,0.924
A0561,0.083,0.515,0.051,0.472,0.364,0.891,0.65,0.641,0.554,0.925,0.86,0.466,0.625,0.032,0.13,0.662,0.151,0.959,0.924,0.803
A0562,0.444,0.742,0.605,0.661,0.246,0.548,0.224,0.126,0.497,0.286,0.49,0.453,0.212,0.959,0.897,0.38,0.705,0.255,0.004,0.688
A0563,0.004,0.336,0.302,0.577,0.149,0.823,0.073,0.903,0.447,0.122,0.325,0.882,0.832,0.439,0.996,0.887,0.351,0.963,0.77,0.396
A0564,0.061,0.894,0.191,0.355,0.024,0.106,0.701,0.774,0.031,0.762,0.173,0.63,0.228,0.439,0.36,0.427,0.379,0.447,0.879,0.402
A0565,0.38,0.134,0.33,0.343,0.513,0.37,0.236,0.93,0.074,0.183,0.342,0.129,0.456,0.346,0.819,0.827,0.812,0.259,0.184,0.954
A0566,0.166,0.547,0.739,0.543,0.481,0.125,0.907,0.95,0.052,0.957,0.099,0.843,0.681,0.353,0.324,0.852,0.281,0.805,0.35,0.084
A0567,0.056,0.784,0.762,0.174,0.331,0.094,0.01,0.341,0.407,0.972,0.997,0.599,0.48,0.774,0.877,0.937,0.714,0.192,0.253,0.957
A0568,0.477,0.684,0.143,0.478,0.665,0.528,0.75,0.907,0.789,0.284,0.295,0.226,0.893,0.431,0.584,0.807,0.267,0.956,0.258,0.852
A0569,0.944,0.199,0.587,0.402,0.3,0.029,0.897,0.513,0.964,0.55,0.14,0.283,0.491,0.377,0.577,0.814,0.478,0.346,0.045,0.554
A0570,0.31,0.738,0.014,0.192,0.038,0.097,0.788,0.539,0.586,0.662,0.987,0.731,0.685,0.881,0.581,0.185,0.852,0.873,0.33,0.335
A0571,0.507,0.011,0.08,0.983,0.694,0.338,0.81,0.202,0.361,0.85,0.146,0.368,0.971,0.227,0.276,0.135,0.738,0.594,0.379,0.486
A0572,0.17,0.01,0.245,0.67,0.312,0.941,0.731,0.744,0.6,0.582,0.856,0.94,0.541,0.118,0.639,0.968,0.486,0.891,0.508,0.105
A0573,0.502,0.508,0.768,0.945,0.734,0.155,0.149,0.028,0.1,0.828,0.199,0.162,0.39,0.984,0.699,0.606,0.807,0.367,0.434,0.461
A0574,0.652,0.552,0.718,0.475,0.976,0.037,0.477,0.917,0.736,0.445,0.97,0.327,0.526,0.477,0.609,0.678,0.1,0.967,0.154,0.848
A0575,0.256,0.495,0.545,0.177,0.266,0.089,0.418,0.308,0.176,0.314,0.905,0.467,0.905,0.862,0.459,0.619,0.958,0.237,0.457,0.571
A0576,0.93,0.625,0.736,0.036,0.297,0.887,0.96,0.276,0.467,0.505,0.864,0.803,0.66,0.832,0.388,0.773,0.624,0.828,0.304,0.89
A0577,0.207,0.856,0.735,0.494,0.958,0.946,0.347,0.076,0.356,0.567,0.513,0.106,0.438,0.192,0.104,0.455,0.703,0.079,0.863,0.134
A0578,0.954,0.513,0.292,0.874,0.294,0.21,0.779,0.339,0.469,0.632,0.408,0.4,0.371,0.593,0.351,0.603,0.069,0.185,0.35,0.762
A0579,0.441,0.273,0.994,0.242,0.267,0.77,0.816,0.259,0.942,0.217,0.305,0.171,0.703,0.636,0.813,0.418,0.121,0.8,0.949,0.959
A0580,0.746,0.07,0.035,0.121,0.527,0.351,0.255,0.969,0.831,0.811,0.222,0.453,0.201,0.17,0.343,0.223,0.832,0.975,0.16,0.589
A0581,0.422,0.674,0.262,0.945,0.78,0.264,0.611,0.431,0.947,0.221,0.391,0.14,0.089,0.91,0.45,0.027,0.848,0.263,0.438,0.896
A0582,0.021,0.803,0.025,0.784,0.37,0.895,0.745,0.362,0.226,0.48,0.553,0.71,0.96,0.658,0.005,0.263,0.086,0.457,0.555,0.372
A0583,0.649,0.228,0.755,0.985,0.928,0.836,0.707,0.577,0.366,0.288,0.711,0.583,0.435,0.135,0.373,0.433,0.113,0.856,0.274,0.376
A0584,0.683,0.987,0.924,0.238,0.214,0.255,0.927,0.307,0.556,0.25,0.49,0.558,0.457,0.895,0.824,0.135,0.707,0.799,0.873,0.458
A0585,0.072,0.623,0.548,0.472,0.865,0.475,0.863,0.72,0.982,0.468,0.532,0.576,0.42,0.135,0.546,0.033,0.294,0.118,0.488,0.366
A0586,0.877,0.998,0.362,0.639,0.905,0.846,0.161,0.592,0.168,0.256,0.447,0.008,0.272,0.615,0.764,0.786,0.358,0.143,0.779,0.278
A0587,0.972,0.548,0.308,0.557,0.276,0.865,0.474,0.526,0.897,0.691,0.291,0.847,0.053,0.409,0.459,0.841,0.728,0.972,0.079,0.625
A0588,0.658,0.958,0.809,0.15,0.474,0.315,0.377,0.896,0.671,0.304,0.523,0.18,0.6,0.158,0.863,0.039,0.388,0.569,0.855,0.213
A0589,0.087,0.399,0.741,0.576,0.491,0.439,0.548,0.316,0.321,0.58,0.455,0.721,0.799,0.435,0.41,0.433,0.459,0.852,0.552,0.198
A0590,0.071,0.787,0.782,0.846,0.739,0.212,0.208,0.553,0.036,0.621,0.245,0.659,0.135,0.398,0.943,0.259,0.266,0.372,0.758,0.164
A0591,0.762,0.4,0.194,0.223,0.453,0.523,0.003,0.971,0.261,0.538,0.767,0.272,0.119,0.21,0.879,0.318,0.693,0.626,0.917,0.689
A0592,0.005,0.996,0.181,0.299,0.944,0.254,0.095,0.472,0.139,0.955,0.989,0.843,0.319,0.247,0.533,0.198,0.838,0.437,0.011,0.396
A0593,0.429,0.76,0.39,0.973,0.345,0.176,0.551,0.332,0.58,0.511,0.546,0.943,0.163,0.547,0.244,0.134,0.16,0.364,0.182,0.964
A0594,0.837,0.224,0.563,0.628,0.93,0.434,0.238,0.794,0.695,0.701,0.994,0.157,0.217,0.227,0.668,0.103,0.842,0.277,0.987,0.99
A0595,0.089,0.868,0.773,0.413,0.427,0.934,0.927,0.473,0.623,0.553,0.151,0.404,0.641,0.958,0.57,0.853,0.685,0.363,0.62,0.543
A0596,0.061,0.801,0.23,0.058,0.744,0.415,0.376,0.941,0.277,0.539,0.395,0.488,0.119,0.376,0.093,0.594,0.203,0.648,0.756,0.629
A0597,0.614,0.866,0.079,0.25,0.118,0.795,0.869,0.355,0.342,0.251,0.742,0.29,0.662,0.822,0.63,0.757,0.679,0.598,0.635,0.993
A0598,0.752,0.364,0.823,0.396,0.296,0.672,0.093,0.879,0.085,0.746,0.34,0.63,0.854,0.737,0.083,0.053,0.508,0.969,0.05,0.704
A0599,0.261,0.652,0.03,0.738,0.141,0.408,0.774,0.671,0.018,0.045,0.304,0.834,0.882,0.978,0.229,0.068,0.628,0.794,0.429,0.089
A0600,0.542,0.208,0.041,0.381,0.709,0.026,0.494,0.907,0.725,0.61,0.699,0.982,0.804,0.414,0.045,0.694,0.461,0.308,0.818,0.104
A0601,0.405,0.576,0.104,0.301,0.147,0.247,0.138,0.202,0.319,0.588,0.546,0.013,0.082,0.41,0.018,0.224,0.313,0.17,0.352,0.022
A0602,0.982,0.826,0.688,0.903,0.579,0.565,0.029,0.793,0.318,0.137,0.309,0.599,0.704,0.197,0.276,0.341,0.253,0.311,0.362,0.663
A0603,0.883,0.077,0.73,0.219,0.533,0.77,0.644,0.533,0.587,0.717,0.346,0.066,0.744,0.795,0.989,0.009,0.306,0.648,0.187,0.899
A0604,0.767,0.151,0.834,0.917,0.82,0.11,0.185,0.696,0.306,0.953,0.551,0.569,0.723,0.674,0.48,0.556,0.681,0.716,0.057,0.662
A0605,0.664,0.442,0.613,0.278,0.512,0.008,0.568,0.88,0.619,0.618,0.041,0.185,0.337,0.12,0.276,0.195,0.859,0.694,0.989,0.579
A0606,0.0,0.672,0.468,0.032,0.344,0.604,0.397,0.827,0.526,0.964,0.27,0.423,0.808,0.403,0.526,0.429,0.208,0.976,0.026,0.875
A0607,0.57,0.568,0.85,0.807,0.446,0.167,0.313,0.781,0.717,0.817,0.022,0.963,0.023,0.649,0.017,0.328,0.038,0.492,0.836,0.133
A0608,0.299,0.261,0.054,0.478,0.644,0.665,0.677,0.845,0.82,0.731,0.01,0.664,0.473,0.248,0.459,0.826,0.495,0.35,0.403,0.344
A0609,0.135,0.047,0.008,0.826,0.161,0.054,0.95,0.332,0.422,0.901,0.678,0.428,0.821,0.217,0.84,0.747,0.222,0.984,0.59,0.793
A0610,0.13,0.47,0.197,0.958,0.476,0.314,0.827,0.348,0.496,0.307,0.96,0.96,0.895,0.527,0.84,0.627,0.722,0.782,0.458,0.503
A0611,0.161,0.655,0.602,0.312,0.962,0.977,0.054,0.739,0.452,0.46,0.291,0.849,0.389,0.903,0.489,0.157,0.575,0.808,0.441,0.864
A0612,0.672,0.405,0.072,0.905,0.44,0.938,0.921,0.117,0.303,0.769,0.414,0.188,0.518,0.025,0.137,0.518,0.75,0.768,0.828,0.327
A0613,0.272,0.982,0.381,0.048,0.072,0.303,0.407,0.683,0.385,0.496,0.279,0.473,0.798,0.198,0.864,0.254,0.577,0.462,0.968,0.03
A0614,0.168,0.133,0.546,0.202,0.012,0.663,0.041,0.804,0.686,0.724,0.09,0.134,0.624,0.005,0.447,0.897,0.954,0.238,0.17,0.263
A0615,0.709,0.975,0.305,0.512,0.615,0.349,0.328,0.261,0.575,0.223,0.358,0.123,0.41,0.429,0.447,0.193,0.641,0.675,0.014,0.266
A0616,0.373,0.877,0.61,0.704,0.967,0.145,0.477,0.011,0.679,0.448,0.075,0.951,0.893,0.815,0.228,0.753,0.987,0.228,0.19,0.719
A0617,0.521,0.912,0.575,0.474,0.344,0.975,0.899,0.297,0.01,0.023,0.815,0.683,0.157,0.321,0.913,0.11,0.76,0.282,0.09,0.465
A0618,0.812,0.808,0.821,0.212,0.297,0.275,0.513,0.743,0.306,0.905,0.518,0.491,0.924,0.614,0.025,0.852,0.459,0.474,0.594,0.556
A0619,0.702,0.574,0.24,0.77,0.126,0.753,0.409,0.465,0.532,0.696,0.396,0.472,0.288,0.733,0.962,0.761,0.542,0.236,0.613,0.239
A0620,0.732,0.548,0.762,0.149,0.023,0.167,0.624,0.574,0.191,0.181,0.251,0.008,0.056,0.113,0.643,0.772,0.548,0.854,0.426,0.716
A0621,0.126,0.312,0.19,0.754,0.513,0.257,0.868,0.632,0.9,0.993,0.789,0.72,0.315,0.567,0.92,0.54,0.805,0.595,0.443,0.231
A0622,0.622,0.787,0.147,0.534,0.773,0.971,0.622,0.649,0.477,0.491,0.104,0.5,0.724,0.473,0.532,0.115,0.193,0.443,0.778,0.921
A0623,0.316,0.485,0.237,0.688,0.212,0.518,0.376,0.408,0.123,0.745,0.462,0.65,0.445,0.748,0.835,0.637,0.962,0.748,0.283,0.401
A0624,0.302,0.058,0.212,0.661,0.067,0.645,0.637,0.299,0.431,0.892,0.696,0.714,0.57,0.772,0.367,0.373,0.579,0.178,0.995,0.81
A0625,0.632,0.364,0.848,0.069,0.085,0.136,0.424,0.126,0.135,0.021,0.605,0.111,0.914,0.59,0.44,0.116,0.089,0.211,0.429,0.281
A0626,0.994,0.252,0.495,0.457,0.351,0.099,0.772,0.191,0.103,0.048,0.828,0.263,0.302,0.78,0.66,0.499,0.557,0.768,0.247,0.526
A0627,0.471,0.458,0.795,0.357,0.213,0.248,0.272,0.605,0.213,0.527,0.587,0.974,0.758,0.763,0.965,0.753,0.418,0.924,0.179,0.956
A0628,0.699,0.806,0.456,0.336,0.865,0.749,0.935,0.413,0.576,0.333,0.582,0.588,0.533,0.38,0.864,0.091,0.032,0.529,0.384,0.764
A0629,0.866,0.804,0.724,0.284,0.608,0.71,0.061,0.095,0.15,0.845,0.823,0.655,0.695,0.102,0.04,0.466,0.539,0.598,0.182,0.266
A0630,0.977,0.586,0.339,0.46,0.204,0.245,0.584,0.529,0.991,0.586,0.936,0.24,0.775,0.005,0.51,0.947,0.879,0.915,0.664,0.865
A0631,0.024,0.156,0.889,0.645,0.37,0.468,0.032,0.294,0.563,0.214,0.849,0.855,0.327,0.38,0.731,0.912,0.326,0.897,0.221,0.0
A0632,0.731,0.432,0.208,0.752,0.641,0.575,0.433,0.833,0.194,0.828,0.29,0.623,0.413,0.182,0.629,0.687,0.735,0.076,0.712,0.289
A0633,0.287,0.298,0.494,0.536,0.224,0.789,0.349,0.559,0.416,0.194,0.085,0.241,0.972,0.304,0.938,0.9,0.029,0.144,0.038,0.315
A0634,0.805,0.11,0.867,0.264,0.593,0.412,0.536,0.867,0.292,0.304,0.711,0.338,0.75,0.591,0.945,0.442,0.138,0.33,0.265,0.203
A0635,0.386,0.887,0.112,0.789,0.576,0.932,0.338,0.464,0.008,0.406,0.288,0.808,0.042,0.678,0.907,0.409,0.863,0.011,0.361,0.337
A0636,0.763,0.467,0.029,0.448,0.865,0.465,0.632,0.213,0.591,0.205,0.163,0.623,0.089,0.6,0.826,0.354,0.435,0.659,0.088,0.194
A0637,0.758,0.439,0.3,0.688,0.782,0.363,0.362,0.522,0.16,0.312,0.147,0.637,0.776,0.877,0.497,0.764,0.837,0.695,0.131,0.399
A0638,0.462,0.43,0.545,0.863,0.35,0.051,0.208,0.867,0.468,0.048,0.717,0.829,0.204,0.278,0.587,0.389,0.243,0.705,0.923,0.257
A0639,0.664,0.39,0.949,0.951,0.415,0.288,0.169,0.149,0.998,0.331,0.619,0.689,0.336,0.427,0.418,0.915,0.119,0.145,0.583,0.767
A0640,0.94,0.821,0.137,0.506,0.881,0.83,0.678,0.591,0.446,0.434,0.218,0.897,0.431,0.78,0.065,0.378,0.42,0.075,0.355,0.337
A0641,0.36,0.593,0.232,0.57,0.828,0.177,0.301,0.244,0.642,0.446,0.507,0.736,0.5,0.711,0.524,0.382,0.501,0.949,0.42,0.435
A0642,0.045,0.087,0.257,0.337,0.141,0.922,0.504,0.62,0.763,0.731,0.979,0.819,0.765,0.037,0.086,0.299,0.534,0.202,0.863,0.644
A0643,0.751,0.877,0.288,0.247,0.565,0.276,0.668,0.269,0.449,0.169,0.839,0.515,0.752,0.396,0.021,0.578,0.733,0.019,0.343,0.259
A0644,0.498,0.96,0.335,0.566,0.268,0.746,0.47,0.329,0.434,0.523,0.866,0.096,0.932,0.29,0.569,0.083,0.202,0.456,0.272,0.554
A0645,0.156,0.205,0.876,0.091,0.325,0.539,0.416,0.714,0.791,0.754,0.6,0.387,0.432,0.952,0.42,0.641,0.963,0.507,0.604,0.195
A0646,0.909,0.469,0.685,0.506,0.19,0.899,0.31,0.282,0.51,0.946,0.136,0.037,0.435,0.229,0.785,0.03,0.357,0.782,0.552,0.404
A0647,0.256,0.828,0.58,0.119,0.911,0.099,0.154,0.741,0.794,0.221,0.046,0.907,0.222,0.381,0.909,0.525,0.428,0.419,0.839,0.54
A0648,0.094,0.534,0.732,0.44,0.919,0.579,0.964,0.618,0.98,0.473,0.319,0.948,0.688,0.693,0.092,0.124,0.767,0.786,0.883,0.561
A0649,0.183,0.243,0.771,0.265,0.681,0.065,0.263,0.6,0.427,0.145,0.174,0.447,0.257,0.687,0.428,0.488,0.335,0.215,0.43,0.268
A0650,0.004,0.172,0.079,0.893,0.568,0.424,0.254,0.079,0.692,0.818,0.764,0.2,0.048,0.626,0.371,0.41,0.77,0.752,0.614,0.604
A0651,0.195,0.547,0.715,0.967,0.895,0.224,0.367,0.666,0.01,0.16,0.338,0.451,0.937,0.755,0.462,0.537,0.54,0.301,0.137,0.618
A0652,0.468,0.4,0.223,0.988,0.557,0.078,0.692,0.036,0.383,0.562,0.953,0.001,0.892,0.251,0.538,0.082,0.625,0.824,0.425,0.966
A0653,0.677,0.613,0.335,0.794,0.571,0.868,0.356,0.515,0.147,0.479,0.981,0.185,0.417,0.223,0.986,0.564,0.785,0.836,0.039,0.608
A0654,0.909,0.827,0.707,0.365,0.833,0.436,0.403,0.355,0.044,0.104,0.012,0.004,0.682,0.234,0.035,0.104,0.56,0.832,0.198,0.237
A0655,0.732,0.528,0.097,0.321,0.521,0.316,0.433,0.945,0.981,0.627,0.071,0.413,0.996,0.921,0.791,0.168,0.809,0.488,0.98,0.823
